question,answer
"What is invoice_line with values invoice_line_id: 48.0, invoice_id: 10.0, track_id: 260.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 48.0, invoice_id: 10.0, track_id: 260.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 49.0, invoice_id: 10.0, track_id: 264.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 49.0, invoice_id: 10.0, track_id: 264.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 50.0, invoice_id: 10.0, track_id: 268.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 50.0, invoice_id: 10.0, track_id: 268.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 51.0, invoice_id: 11.0, track_id: 274.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 51.0, invoice_id: 11.0, track_id: 274.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 52.0, invoice_id: 11.0, track_id: 280.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 52.0, invoice_id: 11.0, track_id: 280.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 53.0, invoice_id: 11.0, track_id: 286.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 53.0, invoice_id: 11.0, track_id: 286.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 54.0, invoice_id: 11.0, track_id: 292.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 54.0, invoice_id: 11.0, track_id: 292.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 55.0, invoice_id: 11.0, track_id: 298.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 55.0, invoice_id: 11.0, track_id: 298.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 56.0, invoice_id: 11.0, track_id: 304.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 56.0, invoice_id: 11.0, track_id: 304.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 57.0, invoice_id: 11.0, track_id: 310.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 57.0, invoice_id: 11.0, track_id: 310.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 58.0, invoice_id: 11.0, track_id: 316.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 58.0, invoice_id: 11.0, track_id: 316.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 59.0, invoice_id: 11.0, track_id: 322.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 59.0, invoice_id: 11.0, track_id: 322.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 60.0, invoice_id: 12.0, track_id: 331.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 60.0, invoice_id: 12.0, track_id: 331.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 61.0, invoice_id: 12.0, track_id: 340.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 61.0, invoice_id: 12.0, track_id: 340.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 62.0, invoice_id: 12.0, track_id: 349.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 62.0, invoice_id: 12.0, track_id: 349.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 63.0, invoice_id: 12.0, track_id: 358.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 63.0, invoice_id: 12.0, track_id: 358.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 64.0, invoice_id: 12.0, track_id: 367.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 64.0, invoice_id: 12.0, track_id: 367.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 65.0, invoice_id: 12.0, track_id: 376.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 65.0, invoice_id: 12.0, track_id: 376.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 66.0, invoice_id: 12.0, track_id: 385.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 66.0, invoice_id: 12.0, track_id: 385.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 67.0, invoice_id: 12.0, track_id: 394.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 67.0, invoice_id: 12.0, track_id: 394.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 68.0, invoice_id: 12.0, track_id: 403.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 68.0, invoice_id: 12.0, track_id: 403.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 69.0, invoice_id: 12.0, track_id: 412.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 69.0, invoice_id: 12.0, track_id: 412.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 70.0, invoice_id: 12.0, track_id: 421.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 70.0, invoice_id: 12.0, track_id: 421.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 71.0, invoice_id: 12.0, track_id: 430.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 71.0, invoice_id: 12.0, track_id: 430.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 72.0, invoice_id: 12.0, track_id: 439.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 72.0, invoice_id: 12.0, track_id: 439.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 73.0, invoice_id: 12.0, track_id: 448.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 73.0, invoice_id: 12.0, track_id: 448.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 74.0, invoice_id: 13.0, track_id: 462.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 74.0, invoice_id: 13.0, track_id: 462.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 75.0, invoice_id: 14.0, track_id: 463.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 75.0, invoice_id: 14.0, track_id: 463.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 76.0, invoice_id: 14.0, track_id: 464.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 76.0, invoice_id: 14.0, track_id: 464.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 77.0, invoice_id: 15.0, track_id: 466.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 77.0, invoice_id: 15.0, track_id: 466.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 78.0, invoice_id: 15.0, track_id: 468.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 78.0, invoice_id: 15.0, track_id: 468.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 79.0, invoice_id: 16.0, track_id: 470.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 79.0, invoice_id: 16.0, track_id: 470.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 80.0, invoice_id: 16.0, track_id: 472.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 80.0, invoice_id: 16.0, track_id: 472.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 81.0, invoice_id: 16.0, track_id: 474.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 81.0, invoice_id: 16.0, track_id: 474.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 82.0, invoice_id: 16.0, track_id: 476.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 82.0, invoice_id: 16.0, track_id: 476.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 83.0, invoice_id: 17.0, track_id: 480.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 83.0, invoice_id: 17.0, track_id: 480.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 84.0, invoice_id: 17.0, track_id: 484.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 84.0, invoice_id: 17.0, track_id: 484.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 85.0, invoice_id: 17.0, track_id: 488.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 85.0, invoice_id: 17.0, track_id: 488.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 86.0, invoice_id: 17.0, track_id: 492.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 86.0, invoice_id: 17.0, track_id: 492.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 87.0, invoice_id: 17.0, track_id: 496.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 87.0, invoice_id: 17.0, track_id: 496.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 88.0, invoice_id: 17.0, track_id: 500.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 88.0, invoice_id: 17.0, track_id: 500.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 89.0, invoice_id: 18.0, track_id: 506.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 89.0, invoice_id: 18.0, track_id: 506.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 90.0, invoice_id: 18.0, track_id: 512.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 90.0, invoice_id: 18.0, track_id: 512.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 91.0, invoice_id: 18.0, track_id: 518.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 91.0, invoice_id: 18.0, track_id: 518.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 92.0, invoice_id: 18.0, track_id: 524.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 92.0, invoice_id: 18.0, track_id: 524.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 93.0, invoice_id: 18.0, track_id: 530.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 93.0, invoice_id: 18.0, track_id: 530.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 94.0, invoice_id: 18.0, track_id: 536.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 94.0, invoice_id: 18.0, track_id: 536.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 95.0, invoice_id: 18.0, track_id: 542.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 95.0, invoice_id: 18.0, track_id: 542.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 96.0, invoice_id: 18.0, track_id: 548.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 96.0, invoice_id: 18.0, track_id: 548.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 97.0, invoice_id: 18.0, track_id: 554.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 97.0, invoice_id: 18.0, track_id: 554.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 98.0, invoice_id: 19.0, track_id: 563.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 98.0, invoice_id: 19.0, track_id: 563.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 99.0, invoice_id: 19.0, track_id: 572.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 99.0, invoice_id: 19.0, track_id: 572.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 100.0, invoice_id: 19.0, track_id: 581.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 100.0, invoice_id: 19.0, track_id: 581.0, unit_price: 0.99, quantity: 1.0."
"What is track with values track_id: 1, name: For Those About To Rock (We Salute You), album_id: 1, media_type_id: 1, genre_id: 1, composer: Angus Young, Malcolm Young, Brian Johnson, milliseconds: 343719, bytes: 11170334, unit_price: 0.99?","track details are track_id: 1, name: For Those About To Rock (We Salute You), album_id: 1, media_type_id: 1, genre_id: 1, composer: Angus Young, Malcolm Young, Brian Johnson, milliseconds: 343719, bytes: 11170334, unit_price: 0.99."
"What is track with values track_id: 2, name: Balls to the Wall, album_id: 2, media_type_id: 2, genre_id: 1, composer: U. Dirkschneider, W. Hoffmann, H. Frank, P. Baltes, S. Kaufmann, G. Hoffmann, milliseconds: 342562, bytes: 5510424, unit_price: 0.99?","track details are track_id: 2, name: Balls to the Wall, album_id: 2, media_type_id: 2, genre_id: 1, composer: U. Dirkschneider, W. Hoffmann, H. Frank, P. Baltes, S. Kaufmann, G. Hoffmann, milliseconds: 342562, bytes: 5510424, unit_price: 0.99."
"What is track with values track_id: 3, name: Fast As a Shark, album_id: 3, media_type_id: 2, genre_id: 1, composer: F. Baltes, S. Kaufman, U. Dirkscneider & W. Hoffman, milliseconds: 230619, bytes: 3990994, unit_price: 0.99?","track details are track_id: 3, name: Fast As a Shark, album_id: 3, media_type_id: 2, genre_id: 1, composer: F. Baltes, S. Kaufman, U. Dirkscneider & W. Hoffman, milliseconds: 230619, bytes: 3990994, unit_price: 0.99."
"What is track with values track_id: 4, name: Restless and Wild, album_id: 3, media_type_id: 2, genre_id: 1, composer: F. Baltes, R.A. Smith-Diesel, S. Kaufman, U. Dirkscneider & W. Hoffman, milliseconds: 252051, bytes: 4331779, unit_price: 0.99?","track details are track_id: 4, name: Restless and Wild, album_id: 3, media_type_id: 2, genre_id: 1, composer: F. Baltes, R.A. Smith-Diesel, S. Kaufman, U. Dirkscneider & W. Hoffman, milliseconds: 252051, bytes: 4331779, unit_price: 0.99."
"What is track with values track_id: 5, name: Princess of the Dawn, album_id: 3, media_type_id: 2, genre_id: 1, composer: Deaffy & R.A. Smith-Diesel, milliseconds: 375418, bytes: 6290521, unit_price: 0.99?","track details are track_id: 5, name: Princess of the Dawn, album_id: 3, media_type_id: 2, genre_id: 1, composer: Deaffy & R.A. Smith-Diesel, milliseconds: 375418, bytes: 6290521, unit_price: 0.99."
"What is track with values track_id: 6, name: Put The Finger On You, album_id: 1, media_type_id: 1, genre_id: 1, composer: Angus Young, Malcolm Young, Brian Johnson, milliseconds: 205662, bytes: 6713451, unit_price: 0.99?","track details are track_id: 6, name: Put The Finger On You, album_id: 1, media_type_id: 1, genre_id: 1, composer: Angus Young, Malcolm Young, Brian Johnson, milliseconds: 205662, bytes: 6713451, unit_price: 0.99."
